listing_key,name,category,subcategory,community,region,lat,lon,tier,website,address,price_band,ownership,notability,rider_delight,indigenous_role,osm_id,origin,google_place_id,google_place_id_match_km,wow_evidence,description
c2931caec1,Waves Coffee House,Food & Drink,Café / Coffee,Chilliwack,"Vancouver, Coast and Mountains",49.1045999,-121.9633,welcoming,https://wavescoffee.com/our-stores/garrison-village,"45560 Market Way, Chilliwack, V2R 0M5",Cheap eats,Buy BC (chain),0,,,w437100713,osm,ChIJaZD39ddGhFQR8PnfbMqdikw,7.4,Canadian coffee shop chain,"Waves Coffee House is a Canadian coffee shop chain with a location at Garrison Village in Chilliwack. The cafe offers outdoor seating and takeaway service, making it a convenient stop for touring cyclists seeking refreshment."
c29cb9fe39,Nesters Market,Groceries,Grocery Store,Summerland,Thompson Okanagan,49.6039178,-119.68386,info,https://www.nestersmarket.com/store/summerland/,"13604 Victoria Road North, Summerland, BC V0H 1Z5",,Buy BC (chain),1,,,n3668786306,osm,,,BC-born chain founded in Whistler in 1987...full-service neighbourhood supermarket,"Nesters Market is a full-service neighbourhood supermarket operated by the Pattison Food Group, part of a BC-born chain founded in Whistler in 1987. The Summerland location stocks fresh produce, an in-store bakery, deli and bistro counter, pharmacy, and a broad natural and organic selection. For cyclists riding the Okanagan's wine-country routes, it is a well-stocked resupply point in the South Okanagan."
c2a067a8c3,Sungiven Foods,Groceries,Grocery Store,Surrey,"Vancouver, Coast and Mountains",49.0601981,-122.8026781,info,https://www.sungivenfoods.ca/,"3211 152 Street, Surrey",,Buy BC (independent),1,,,n9472860891,osm,,,community-rooted Asian supermarket chain with locations across Metro Vancouver... Sungiven Kitchen offering prepared dishes,"Sungiven Foods is a community-rooted Asian supermarket chain with locations across Metro Vancouver, positioning itself as a 'healthy daily meals provider' focused on natural, less-processed foods. The Surrey location stocks a wide range of Asian and international groceries including fresh produce, meat, seafood, dairy, and packaged goods alongside an in-store Sungiven Kitchen offering prepared dishes. With private-label brands certified to international food safety standards and a strong local-and-organic ethos, it stands out from mainstream supermarkets."
c2a4cb4268,Scott 96 Pizza,Food & Drink,Fast Food / Chain,Surrey,"Vancouver, Coast and Mountains",49.1765957,-122.7808353,info,https://www.facebook.com/scotts96pizza/,"1-15932 96 Ave, Surrey, BC V4N 2L6",Cheap eats,Buy BC (independent),0,,,n8064692570,osm,,,,"Scott's Pizza 96 is a fast-food pizza outlet located in the Fraser Valley corridor of Metro Vancouver. The business operates under a Facebook-only web presence, limiting publicly available information. Touring cyclists in the area may find it a convenient roadside stop, but details about its layout and offerings could not be verified."
c2abc0c368,Cassini Cellars,Food & Drink,Winery / Cidery,Fairview,Thompson Okanagan,49.1360639,-119.5816633,info,http://www.cassini.ca/,"4828 HWY97, Oliver, BC V0H 1T0",Casual,Buy BC (independent),2,,,n12952408101,osm,ChIJr1LNDwDDglQRb1LJURJmgRg,0.0,"Lieutenant Governor's Awards of Excellence, Double Golds at the Canadian Wine Championship, and a Platinum at Wine Press Northwest","Cassini Cellars is a boutique estate winery situated on the Golden Mile Bench—described on its own site as the finest grape-growing region in Canada—halfway between Oliver and Osoyoos on Highway 97. The winery has accumulated an impressive awards haul including Lieutenant Governor's Awards of Excellence, Double Golds at the Canadian Wine Championship, and a Platinum at Wine Press Northwest, making it one of the most decorated small producers in the South Okanagan. Cyclists riding the popular Okanagan wine-route corridor will pass directly in front of the property on HWY97 and can stop at the tasting room to sample celebrated Cabernet Franc, Malbec, and other estate reds."
c2ae4ac241,Ali & Baba,Food & Drink,Restaurant,North Vancouver,"Vancouver, Coast and Mountains",49.3264675,-123.1203591,info,https://capilanomarket.com/,,Casual,Buy BC (independent),0,,,n5752563652,osm,,,,"Ali & Baba is listed in OpenStreetMap as a Turkish restaurant in North Vancouver. Beyond the cuisine tag, no verified web presence for this specific business could be confirmed, leaving its character and offerings largely unknown to potential visitors."
c2b179897a,Jimoco Cafe & Pasta,Food & Drink,Café / Coffee,Coquitlam,"Vancouver, Coast and Mountains",49.2488234,-122.8640565,welcoming,https://pocojimoco.com/,"2840 Oxford St #2, Port Coquitlam, BC V3B 5L7",Cheap eats,Buy BC (independent),0,,,n2778621099,osm,ChIJMbo-8FZ_hlQR589XuIhWjnw,23.1,,"Jimoco Café & Pasta is an Italian-Korean fusion restaurant in Port Coquitlam, serving handmade pastas, risottos, and fresh seafood dishes alongside Korean-influenced plates like a braised pork belly rice bowl. The menu spans Italian classics such as spaghetti carbonara and chicken marsala as well as creative fusions, all prepared in a warm, cozy dining room. A catering menu of pasta and salad trays is also available for events."
c2b442f2f6,Steveston Built Local Taphouse,Food & Drink,Brewery / Pub,Richmond,"Vancouver, Coast and Mountains",49.1241724,-123.1809522,welcoming,https://stevestonbuilt.com/,"12480 Number 1 Road, Unit 130, Richmond, BC V7E 0A2",Casual,Buy BC (independent),1,,,n3797645417,osm,ChIJyaMbGMbhhVQRk0ot2FjTPa8,5.4,neighbourhood pub situated near the historic Steveston waterfront,"Steveston Built Local Taphouse is a neighbourhood pub situated near the historic Steveston waterfront in Richmond, an area well-travelled by cyclists on the dike trails and coastal routes. The taphouse bills itself as locally focused, with its menu available as a PDF download from the website. It occupies a unit in a mixed-use development at the edge of the Steveston community."
c2b502311a,Noct Coffee,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2418841,-123.1017009,welcoming,https://noct.coffee/,"4807 Main Street, Vancouver BC V5V 0E4",Cheap eats,Buy BC (independent),1,,,n6148806057,osm,ChIJgQrB6u1xhlQRerPXxjKn3OI,2.3,Vancouver-based specialty micro roaster ... soft opening in April 2026,"Noct Coffee is a Vancouver-based specialty micro roaster and third-wave café on Main Street, operating as a self-described no-tip establishment. They roast small-batch, ethically sourced single-origin and blended coffees and host regular community events including cuppings, tastings, and pop-up workshops. The shop held its soft opening in April 2026, making it a brand-new addition to Vancouver's specialty coffee scene."
c2b784d264,Hampton Inn & Suites by Hilton Vancouver-Downtown,Accommodation,Hotel / Motel,Vancouver,"Vancouver, Coast and Mountains",49.277907,-123.113987,info,https://www.hilton.com/en/hotels/yvrhshx-hampton-suites-vancouver-downtown/,"111 Robson Street, Vancouver",Mid-range,Global chain,1,,,n638751995,osm,ChIJ3yVW8MFxhlQRXBW_9QQLoBw,1.9,part of the Hilton family of brands,"The Hampton Inn & Suites by Hilton Vancouver-Downtown is a full-service hotel located on Robson Street in the heart of downtown Vancouver, one of the city's main pedestrian and shopping corridors. As part of the Hilton family of brands, it offers suite-style rooms suited to extended stays. Its central location places touring cyclists within easy reach of the Stanley Park Seawall, the False Creek cycling network, and urban services along Robson."
c2bca44ec6,Cactus Club Cafe,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2634241,-123.117312,welcoming,https://www.cactusclubcafe.com/,"575 West Broadway, Vancouver",Casual,Buy BC (chain),,,,n704317960,chain,ChIJhz9CFt1zhlQRpJSOgRKv9CA,0.4,,
c2be56fd6e,Comox Valley Inn & Suites,Accommodation,Hotel / Motel,Courtenay,Vancouver Island,49.6873186,-124.993007,info,http://comoxvalleyinn.com/,"1190 Cliffe Avenue, Courtenay, British Columbia V9N 2K1",Budget,Buy BC (independent),0,,,w246553181,osm,ChIJ4zbgBIoTiFQRrkwayMQo8Sg,0.1,"free Wi-Fi, coin-op laundry, on-site restaurant for breakfast and lunch","The Comox Valley Inn & Suites is a centrally located motel in downtown Courtenay on Vancouver Island, offering a wide range of room types from single-bed units to multi-bed kitchen suites sleeping up to six, with a pet-friendly policy for dogs. The property sits within a 10-minute walk of more than eight restaurants, bistros, pubs, the Puntledge River trail, and a beer and wine store, making it a practical overnight base for cyclists touring the Comox Valley. The website notes a forthcoming redesign but the business is clearly operational."
c2be5968ed,Fraser Heights Recreation Centre,Attractions,Community Centre,Surrey,"Vancouver, Coast and Mountains",49.1952576,-122.776791,info,https://www.surrey.ca/parks-recreation/recreation-facilities/fraser-heights-recreation-centre,"10588 – 160 Street, Surrey, BC V4N 0A1",Free,Public,1,1,,w760110725,osm,,,"Rec centre with weight room and gym, no pool — standard 1/1.","Fraser Heights Recreation Centre is a City of Surrey municipal facility serving the Fraser Heights neighbourhood with a weight room, gymnasium sports, fitness classes, and outdoor sport fields and courts. It is a civic-grade community hub that touring cyclists passing through the Guildford/Fraser Heights corridor might use for rest, recreation, or to access facilities. The centre is operated by the City of Surrey Parks & Recreation department."
c2bedb6e05,Homer St Cafe and Bar,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2784178,-123.118217,welcoming,https://www.homerstreetcafebar.com/,"898 Homer Street, Vancouver, V6B 2W5",Upscale,Buy BC (independent),2,,,n3748627420,osm,,,Michelin-recommended contemporary neighbourhood restaurant occupying the historic Homer Building,"Homer St Cafe & Bar is a Michelin-recommended contemporary neighbourhood restaurant occupying the historic Homer Building and the newer Beasley Building in Vancouver's Yaletown District. The kitchen centres on a fire engine red rotisserie that slow-roasts a rotating cast of proteins, anchoring a menu of classic comfort cooking. Brunch, lunch, dinner, and daily happy hour are all on offer, and walk-ins are always welcome."
c2bf60e710,BC Liquor Store,Groceries,Liquor Store,Parksville,Vancouver Island,49.3295504,-124.3442325,info,https://www.bcliquorstores.com,"810 West Island Highway, Parksville",,Buy BC (chain),,,,w510787369,chain,,,,
c2c065ae16,White Spot,Food & Drink,Fast Food / Chain,Kamloops,Thompson Okanagan,50.6634398,-120.3527404,info,https://www.whitespot.ca/locations/kamloops-sahali/,"555 Notre Dame Drive, Kamloops, BC V2C 1E6",Casual,Buy BC (chain),1,,,w125564110,osm,,,"BC's longest-running restaurant chain, founded in Vancouver in 1928","White Spot is BC's longest-running restaurant chain, founded in Vancouver in 1928 and well known for burgers made with fresh, never-frozen Canadian beef and locally sourced BC ingredients. The Kamloops Sahali location is a full-service family restaurant offering breakfast, lunch, and dinner. For a touring cyclist rolling into Kamloops, it's a reliable, familiar stop with a broad menu including vegetarian options and multiple takeout and delivery channels."
c2c65c57a7,Boardwalk Fries Burgers Shakes,Food & Drink,Fast Food / Chain,Abbotsford,"Vancouver, Coast and Mountains",49.0549141,-122.371425,welcoming,https://www.boardwalkburgers.ca,"30770 Fraser Highway, Abbotsford, V2T 0E2",Cheap eats,Buy Canadian,0,,,n3276134761,osm,,,Canadian fast-casual chain founded in 1981,"Boardwalk Fries Burgers Shakes is a Canadian fast-casual chain founded in 1981, serving fresh made-to-order burgers, hand-cut boardwalk-style fries, and creamy milkshakes. The Abbotsford location sits along Fraser Highway, a main east-west cycling corridor through the Fraser Valley. The menu includes veggie burgers and poutine alongside classic beef burgers and chicken dishes."
c2c6bdd432,Mountain Warehouse,Groceries,Outdoor Gear,Kelowna,Thompson Okanagan,49.8794761,-119.4405338,info,https://orchardparkshopping.com/stores/orchardpark-orchard-park-mountain-warehouse,"2271 Harvey Avenue, Kelowna, V1Y 6H2",,Global chain,1,,,n12134964715,osm,ChIJX8NxrFWNfVMR_oc4bhZ-zMU,4.1,"UK-based outdoor gear chain...general outdoor clothing, footwear, and camping accessories","Mountain Warehouse is a UK-based outdoor gear chain that designs and sells its own exclusive branded products, positioning itself as a lower-cost alternative to multi-brand outdoor retailers. The Kelowna location sits inside Orchard Park Shopping Centre, a large regional mall on Harvey Avenue. Touring cyclists may find general outdoor clothing, footwear, and camping accessories here, though it is not a dedicated cycling or bike service shop."
c2cf420e60,Chicko Chicken,Food & Drink,Fast Food / Chain,Vancouver,"Vancouver, Coast and Mountains",49.2863164,-123.1277326,welcoming,https://chickochicken.ca/,"1234 Robson Street, Vancouver",Cheap eats,Buy BC (chain),,,,n9164400185,chain,ChIJ65hbLQBxhlQR6l3285LEX3E,2.1,,
c2d4dbbe37,Field Community Centre,Attractions,Community Centre,Field,Kootenay Rockies,51.3951653,-116.4903212,info,,,Free,Public,1,1,,w490205756,osm,,,Village hall in Field; no specific visitor offering described but a plausible waypoint in a tiny park community.,"The Field Community Centre serves as the social hub of Field, BC, a small mountain village nestled inside Yoho National Park along the Trans-Canada Highway. Situated at roughly 1,240 metres elevation amid dramatic Rocky Mountain scenery, it is one of the few community facilities available to travellers in this remote corridor. Touring cyclists on the Trans-Canada route may find it a welcome waypoint between Golden and Lake Louise."
